,/devices#IntGW-01/metrics/disk-device-read-latency,/devices#IntGW-01/metrics/disk-device-write-latency,/devices#IntGW-02/metrics/disk-device-read-latency,/devices#IntGW-02/metrics/disk-device-write-latency,/devices#RR-01/metrics/disk-device-read-latency,/devices#RR-01/metrics/disk-device-write-latency,/devices#TR-01/metrics/disk-device-read-latency,/devices#TR-01/metrics/disk-device-write-latency,/devices#TR-02/metrics/disk-device-read-latency,/devices#TR-02/metrics/disk-device-write-latency,/computes0/metrics/hardware-ipmi-temperature#03-cpu_2_(0x5)/hardware-ipmi-temperature,/devices#IntGW-01/metrics/cpu_util,/computes0/metrics/hardware/hardware-cpu-load-15min,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/explicit-withdraw,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/transport/foreign-port,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/transport/local-port,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/bgp-neighbor-counters/received/keepalives,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/bgp-neighbor-counters/sent/keepalives,/devices/modules/openconfig-interfaces/interfaces/interface/state/counters/in-unicast-pkts,/devices/modules/openconfig-interfaces/interfaces/interface/state/counters/out-unicast-pkts,/devices/modules/ietf-interfaces/interfaces-state/interface/statistics/in-unicast-pkts,/devices/modules/ietf-interfaces/interfaces-state/interface/statistics/out-unicast-pkts,/devices/modules/Cisco-IOS-XE-interfaces-oper/interfaces/interface/statistics/in-unicast-pkts,/devices/modules/Cisco-IOS-XE-interfaces-oper/interfaces/interface/statistics/out-unicast-pkts,type,type_code,/devices/modules/openconfig-interfaces/interfaces/interface/subinterfaces/subinterface/state/counters/in-unicast-pkts,/devices/modules/openconfig-interfaces/interfaces/interface/subinterfaces/subinterface/state/counters/out-unicast-pkts,/time
10,0.0,0.0,15585759.0,0.0,5643616.0,287305241203.0,0.0,0.0,4331170.0,286266382517.0,40.0,0.0,16.689999999999998,7831,179,43725,4358,4259,218326236,403257841,218326236,403257841,218326236,403257841,node-down,1,218326236,403257841,2020-06-29 02:03:00
11,0.0,0.0,2303715404.0,268546049345.0,0.0,0.0,2805620.0,288939734204.0,4331170.0,286266760898.0,40.0,37.58177224079412,16.49,0,31980,179,2,2,232913976,413470378,232913976,413470378,232913976,413470378,node-up,2,232913976,413470378,2020-06-29 02:04:00
12,10276791.0,287552256496.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,286266760898.0,42.0,63.3795387620903,16.6,0,31980,179,3,3,232916077,413474861,232916077,413474861,232916077,413474861,node-up,2,232916077,413474861,2020-06-29 02:05:00
13,0.0,0.0,15585759.0,0.0,5643616.0,287311608567.0,2805620.0,288946440949.0,4331170.0,286266760898.0,45.0,63.70790330498602,16.67,0,31980,179,4,4,232918238,413479282,232918238,413479282,232918238,413479282,node-up,2,232918238,413479282,2020-06-29 02:06:00
14,0.0,0.0,15585759.0,0.0,5643616.0,287311608567.0,2805620.0,288951849472.0,0.0,0.0,47.0,63.33439502970735,16.71,0,31980,179,5,5,232920436,413483704,232920436,413483704,232920436,413483704,node-up,2,232920436,413483704,2020-06-29 02:07:00
15,10276791.0,287552256496.0,2303715404.0,268550057706.0,5643616.0,287311608567.0,0.0,0.0,0.0,0.0,48.0,62.65285256820441,16.74,0,31980,179,7,6,232922567,413488130,232922567,413488130,232922567,413488130,node-up,2,232922567,413488130,2020-06-29 02:08:00
16,10276791.0,287560016542.0,15585759.0,0.0,5643616.0,287313685385.0,0.0,0.0,4331170.0,286271208480.0,49.0,62.10999221258348,16.64,0,31980,179,8,7,232924658,413492551,232924658,413492551,232924658,413492551,node-down,1,232924658,413492551,2020-06-29 02:09:00
17,0.0,0.0,2303715404.0,268553204785.0,5643616.0,287316968587.0,2805620.0,288960965178.0,0.0,0.0,49.0,64.84221702160636,16.48,1,31980,179,9,8,232926874,413496971,232926874,413496971,232926874,413496971,node-down,1,232926874,413496971,2020-06-29 02:10:00
18,0.0,0.0,2303715404.0,268553204785.0,5643616.0,287316968587.0,2805620.0,288960965178.0,4331170.0,286274087650.0,50.0,66.00544964220556,16.405,1,31980,179,10,10,232929016,413501400,232929016,413501400,232929016,413501400,node-down,1,232929016,413501400,2020-06-29 02:11:00
19,10276791.0,287560016542.0,15585759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,65.86029019854405,16.405,1,31980,179,10,11,232931230,413505819,232931230,413505819,232931230,413505819,node-down,1,232931230,413505819,2020-06-29 02:12:00
20,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,288960965178.0,4331170.0,286277703450.0,51.0,66.0405768336341,16.41,1,31980,179,12,12,232933538,413510242,232933538,413510242,232933538,413510242,node-down,1,232933538,413510242,2020-06-29 02:13:00
21,0.0,0.0,2303715404.0,268553204785.0,5643616.0,287316968587.0,2805620.0,288960965178.0,4331170.0,286278102348.0,51.0,65.80607202568925,16.29,1,31980,179,13,13,232935673,413514661,232935673,413514661,232935673,413514661,node-up,2,232935673,413514661,2020-06-29 02:14:00
22,0.0,0.0,2303715404.0,268553673469.0,0.0,0.0,2805620.0,288967346354.0,0.0,0.0,52.0,63.5677652175856,16.36,1,31980,179,14,14,232937829,413519080,232937829,413519080,232937829,413519080,node-up,2,232937829,413519080,2020-06-29 02:15:00
23,0.0,0.0,2303715404.0,268553673469.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,64.2812340839221,16.38,1,31980,179,15,15,232939875,413523498,232939875,413523498,232939875,413523498,node-up,2,232939875,413523498,2020-06-29 02:16:00
24,10276791.0,287568939854.0,15585759.0,0.0,0.0,0.0,2805620.0,288967346354.0,4331170.0,286278102348.0,53.0,63.154459384746,16.34,1,31980,179,16,16,232942068,413527918,232942068,413527918,232942068,413527918,node-up,2,232942068,413527918,2020-06-29 02:17:00
25,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,288967346354.0,4331170.0,286281199859.0,53.0,63.13578627243504,16.42,1,31980,179,17,17,232944119,413532341,232944119,413532341,232944119,413532341,node-up,2,232944119,413532341,2020-06-29 02:18:00
26,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,286283333948.0,53.0,63.04844105972355,16.58,1,31980,179,18,18,232946321,413536760,232946321,413536760,232946321,413536760,node-down,1,232946321,413536760,2020-06-29 02:19:00
27,0.0,0.0,2303715404.0,268564152460.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,63.196543500882846,16.52,0,31980,179,18,19,232948604,413541180,232948604,413541180,232948604,413541180,node-down,1,232948604,413541180,2020-06-29 02:20:00
28,0.0,0.0,2303715404.0,268564152460.0,5643616.0,287324165923.0,2805620.0,288970739946.0,0.0,0.0,53.0,62.95085444394336,16.42,0,31980,179,18,20,232950819,413545600,232950819,413545600,232950819,413545600,node-down,1,232950819,413545600,2020-06-29 02:21:00
29,10276791.0,287583776212.0,15585759.0,0.0,5643616.0,287324165923.0,0.0,0.0,4331170.0,286286346782.0,53.0,63.17619849253779,16.24,0,0,0,0,0,232953068,413550019,232953068,413550019,232953068,413550019,node-down,1,232953068,413550019,2020-06-29 02:22:00
30,0.0,0.0,2303715404.0,268573182942.0,0.0,0.0,2805620.0,288970739946.0,4331170.0,286289429863.0,52.0,62.84919743239233,16.14,0,0,0,0,0,232955370,413554443,232955370,413554443,232955370,413554443,node-down,1,232955370,413554443,2020-06-29 02:23:00
31,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,62.99137350329932,16.05,0,0,0,0,0,232957642,413558864,232957642,413558864,232957642,413558864,node-down,1,232957642,413558864,2020-06-29 02:24:00
32,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,62.89818199168355,16.15,0,179,54039,2,2,232959951,413563286,232959951,413563286,232959951,413563286,node-up,2,232959951,413563286,2020-06-29 02:25:00
33,0.0,0.0,2303715404.0,268576810948.0,0.0,0.0,2805620.0,288976399827.0,0.0,0.0,52.0,62.68109522379361,16.32,0,179,54039,4,3,232962009,413567708,232962009,413567708,232962009,413567708,node-up,2,232962009,413567708,2020-06-29 02:26:00
34,10276791.0,287590442491.0,2303715404.0,268576810948.0,5643616.0,287336622568.0,0.0,0.0,0.0,0.0,52.0,62.85340846267377,16.34,0,179,54039,5,4,232964276,413572131,232964276,413572131,232964276,413572131,node-up,2,232964276,413572131,2020-06-29 02:27:00
35,0.0,0.0,2303715404.0,268576810948.0,0.0,0.0,0.0,0.0,4331170.0,286292872903.0,53.0,63.52536236547143,16.32,0,179,54039,6,6,232966407,413576555,232966407,413576555,232966407,413576555,node-up,2,232966407,413576555,2020-06-29 02:28:00
36,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,288976399827.0,0.0,0.0,52.0,63.81371764726968,16.31,0,179,54039,7,7,232968552,413580975,232968552,413580975,232968552,413580975,node-up,2,232968552,413580975,2020-06-29 02:29:00
37,0.0,0.0,15585759.0,0.0,5643616.0,287340847304.0,0.0,0.0,4331170.0,286293305845.0,53.0,58.96697476928383,16.35,0,179,54039,8,8,232970633,413585395,232970633,413585395,232970633,413585395,node-down,1,232970633,413585395,2020-06-29 02:30:00
38,10276791.0,287603002716.0,2303715404.0,268580769282.0,5643616.0,287344194582.0,2805620.0,288979826294.0,0.0,0.0,52.0,52.9825978424715,16.35,2,179,54039,9,9,232972910,413589826,232972910,413589826,232972910,413589826,node-down,1,232972910,413589826,2020-06-29 02:31:00
39,0.0,0.0,2303715404.0,268583186272.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.64817797026473,16.21,2,179,54039,10,10,232975152,413594247,232975152,413594247,232975152,413594247,node-down,1,232975152,413594247,2020-06-29 02:32:00
40,10276791.0,287610594964.0,2303715404.0,268583711918.0,5643616.0,287344194582.0,2805620.0,288979826294.0,0.0,0.0,52.0,53.049868280814046,16.23,2,179,54039,11,11,232977332,413598671,232977332,413598671,232977332,413598671,node-down,1,232977332,413598671,2020-06-29 02:33:00
41,0.0,0.0,2303715404.0,268587439062.0,5643616.0,287344194582.0,0.0,0.0,0.0,0.0,52.0,52.75129530961701,16.26,2,179,54039,12,12,232979624,413603090,232979624,413603090,232979624,413603090,node-down,1,232979624,413603090,2020-06-29 02:34:00
42,0.0,0.0,2303715404.0,268587880718.0,5643616.0,287348197772.0,0.0,0.0,0.0,0.0,51.0,55.41263995923631,16.31,2,179,54039,13,13,232981882,413607508,232981882,413607508,232981882,413607508,node-up,2,232981882,413607508,2020-06-29 02:35:00
43,10276791.0,287611985342.0,15585759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,63.32435963121177,16.31,2,179,54039,15,14,232984117,413611931,232984117,413611931,232984117,413611931,node-up,2,232984117,413611931,2020-06-29 02:36:00
44,10276791.0,287611985342.0,2303715404.0,268588308058.0,0.0,0.0,2805620.0,288988408041.0,4331170.0,286300123004.0,52.0,63.420489421189785,16.549999999999997,2,179,54039,16,15,232986340,413616350,232986340,413616350,232986340,413616350,node-up,2,232986340,413616350,2020-06-29 02:37:00
45,0.0,0.0,2303715404.0,268588308058.0,0.0,0.0,0.0,0.0,4331170.0,286303090916.0,52.0,63.00146390386518,16.68,2,179,54039,17,16,232988566,413620778,232988566,413620778,232988566,413620778,node-up,2,232988566,413620778,2020-06-29 02:38:00
46,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,288988408041.0,4331170.0,286303543895.0,52.0,63.79966702347576,16.83,2,179,54039,18,17,232990665,413625200,232990665,413625200,232990665,413625200,node-up,2,232990665,413625200,2020-06-29 02:39:00
47,0.0,0.0,15585759.0,0.0,5643616.0,287353623842.0,2805620.0,288994406037.0,0.0,0.0,53.0,61.983405805258045,16.82,2,179,54039,19,18,232992798,413629619,232992798,413629619,232992798,413629619,node-down,1,232992798,413629619,2020-06-29 02:40:00
48,10276791.0,287615371221.0,2303715404.0,268592243452.0,5643616.0,287357045351.0,2805620.0,288995893053.0,0.0,0.0,53.0,54.36227228442788,16.82,4,179,54039,20,19,232995107,413634039,232995107,413634039,232995107,413634039,node-down,1,232995107,413634039,2020-06-29 02:41:00
49,0.0,0.0,2303715404.0,268595477934.0,5643616.0,287357045351.0,2805620.0,288995893053.0,0.0,0.0,52.0,54.35284193614245,17.23,4,179,54039,21,20,232997409,413638460,232997409,413638460,232997409,413638460,node-down,1,232997409,413638460,2020-06-29 02:42:00
50,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,286303543895.0,52.0,54.72739297224408,17.33,4,179,54039,23,21,232999708,413642885,232999708,413642885,232999708,413642885,node-down,1,232999708,413642885,2020-06-29 02:43:00
51,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,288995893053.0,0.0,0.0,51.0,55.01420367473304,17.27,4,179,54039,24,22,233001965,413647308,233001965,413647308,233001965,413647308,node-down,1,233001965,413647308,2020-06-29 02:44:00
52,10276791.0,287625021998.0,2303715404.0,268600222825.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,54.23037652242237,17.189999999999998,4,179,54039,25,23,233004268,413651728,233004268,413651728,233004268,413651728,node-up,2,233004268,413651728,2020-06-29 02:45:00
53,10276791.0,287625021998.0,15585759.0,0.0,5643616.0,287361090205.0,2805620.0,288999769321.0,0.0,0.0,51.0,62.01872576006305,17.11,4,179,54039,26,24,233006499,413656148,233006499,413656148,233006499,413656148,node-up,2,233006499,413656148,2020-06-29 02:46:00
54,0.0,0.0,15585759.0,0.0,5643616.0,287361090205.0,2805620.0,288999769321.0,4331170.0,286311144593.0,52.0,63.773163453029056,17.17,4,179,54039,27,25,233008769,413660569,233008769,413660569,233008769,413660569,node-up,2,233008769,413660569,2020-06-29 02:47:00
55,0.0,0.0,2303715404.0,268600222825.0,5643616.0,287361090205.0,0.0,0.0,0.0,0.0,51.0,63.16979224686838,17.17,4,179,54039,28,26,233010937,413664997,233010937,413664997,233010937,413664997,node-up,2,233010937,413664997,2020-06-29 02:48:00
56,10276791.0,287628329378.0,2303715404.0,268603386023.0,5643616.0,287361090205.0,0.0,0.0,4331170.0,286315819513.0,52.0,62.81604972531426,17.2,4,179,54039,29,27,233013099,413669416,233013099,413669416,233013099,413669416,node-up,2,233013099,413669416,2020-06-29 02:49:00
57,10276791.0,287628329378.0,2303715404.0,268603937172.0,0.0,0.0,2805620.0,289004911675.0,4331170.0,286315819513.0,53.0,63.08514414102933,17.2,4,179,54039,30,28,233015320,413673838,233015320,413673838,233015320,413673838,node-up,2,233015320,413673838,2020-06-29 02:50:00
58,0.0,0.0,15585759.0,0.0,5643616.0,287367800138.0,2805620.0,289006002129.0,4331170.0,286315819513.0,53.0,61.58468617408005,17.33,4,179,54039,31,29,233017758,413678472,233017758,413678472,233017758,413678472,interface-down,3,233017758,413678472,2020-06-29 02:51:00
59,0.0,0.0,2303715404.0,268607381484.0,5643616.0,287367800138.0,0.0,0.0,0.0,0.0,53.0,60.5757261582626,17.325,4,179,54039,33,30,233019292,413681464,233019292,413681464,233019292,413681464,interface-down,3,233019292,413681464,2020-06-29 02:52:00
60,10276791.0,287636496357.0,2303715404.0,268607943560.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.625070369494985,17.35,4,179,54039,34,31,233020809,413684455,233020809,413684455,233020809,413684455,interface-down,3,233020809,413684455,2020-06-29 02:53:00
61,10276791.0,287637686624.0,2303715404.0,268611093887.0,5643616.0,287367800138.0,0.0,0.0,0.0,0.0,52.0,60.99527214126712,17.74,4,179,54039,35,32,233022395,413687452,233022395,413687452,233022395,413687452,interface-down,3,233022395,413687452,2020-06-29 02:54:00
62,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,289010051113.0,0.0,0.0,53.0,61.21624127093614,17.72,4,179,54039,36,33,233023949,413690440,233023949,413690440,233023949,413690440,interface-down,3,233023949,413690440,2020-06-29 02:55:00
63,10276791.0,287637686624.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,286324092803.0,53.0,63.04964442495912,17.689999999999998,4,179,54039,37,33,233025612,413693633,233025612,413693633,233025612,413693633,interface-up,4,233025612,413693633,2020-06-29 02:56:00
64,0.0,0.0,15585759.0,0.0,5643616.0,287371692634.0,2805620.0,289010442575.0,0.0,0.0,53.0,63.218083160743554,17.56,4,179,54039,38,34,233027752,413698053,233027752,413698053,233027752,413698053,interface-up,4,233027752,413698053,2020-06-29 02:57:00
65,10276791.0,287637686624.0,15585759.0,0.0,5643616.0,287371692634.0,2805620.0,289010442575.0,4331170.0,286326868163.0,54.0,63.97381754288095,17.56,4,179,54039,39,35,233029826,413702471,233029826,413702471,233029826,413702471,interface-up,4,233029826,413702471,2020-06-29 02:58:00
66,0.0,0.0,15585759.0,0.0,5643616.0,287371692634.0,2805620.0,289010442575.0,0.0,0.0,54.0,63.282427412836846,17.73,4,179,54039,40,36,233031928,413706895,233031928,413706895,233031928,413706895,interface-up,4,233031928,413706895,2020-06-29 02:59:00
67,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,289017723064.0,4331170.0,286327223550.0,54.0,62.76651897436205,17.58,4,179,54039,41,37,233034348,413711315,233034348,413711315,233034348,413711315,interface-up,4,233034348,413711315,2020-06-29 03:00:00
68,10276791.0,287641168672.0,15585759.0,0.0,5643616.0,287379476172.0,2805620.0,289019172727.0,0.0,0.0,54.0,61.95870159549842,17.54,4,179,54039,42,38,233036713,413715936,233036713,413715936,233036713,413715936,interface-down,3,233036713,413715936,2020-06-29 03:01:00
69,10276791.0,287642143090.0,2303715404.0,268618740363.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,60.00380833035032,17.48,4,179,54039,43,39,233038218,413718923,233038218,413718923,233038218,413718923,interface-down,3,233038218,413718923,2020-06-29 03:02:00
70,10276791.0,287648018613.0,2303715404.0,268619390590.0,5643616.0,287379476172.0,2805620.0,289019172727.0,0.0,0.0,53.0,60.46109752381282,17.5,4,179,54039,44,41,233039769,413721910,233039769,413721910,233039769,413721910,interface-down,3,233039769,413721910,2020-06-29 03:03:00
71,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,286330868399.0,53.0,61.12276263628869,17.47,4,179,54039,45,41,233041345,413724901,233041345,413724901,233041345,413724901,interface-down,3,233041345,413724901,2020-06-29 03:04:00
72,0.0,0.0,15585759.0,0.0,5643616.0,287383157039.0,0.0,0.0,0.0,0.0,53.0,60.27191536217161,17.56,4,179,54039,47,42,233042824,413727886,233042824,413727886,233042824,413727886,interface-down,3,233042824,413727886,2020-06-29 03:05:00
73,0.0,0.0,2303715404.0,268622691022.0,5643616.0,287383157039.0,0.0,0.0,0.0,0.0,53.0,62.35833340953468,17.55,4,179,54039,48,43,233044547,413731076,233044547,413731076,233044547,413731076,interface-up,4,233044547,413731076,2020-06-29 03:06:00
74,0.0,0.0,2303715404.0,268622691022.0,0.0,0.0,0.0,0.0,4331170.0,286336043278.0,53.0,62.98566933893357,17.62,4,179,54039,49,43,233046661,413735498,233046661,413735498,233046661,413735498,interface-up,4,233046661,413735498,2020-06-29 03:07:00
75,0.0,0.0,2303715404.0,268622691022.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,63.1813116179647,17.63,4,179,54039,50,45,233048887,413739921,233048887,413739921,233048887,413739921,interface-up,4,233048887,413739921,2020-06-29 03:08:00
76,10276791.0,287652346252.0,2303715404.0,268625477802.0,5643616.0,287383157039.0,0.0,0.0,4331170.0,286338992352.0,53.0,63.23411235752194,17.66,4,179,54039,51,46,233051013,413744346,233051013,413744346,233051013,413744346,interface-up,4,233051013,413744346,2020-06-29 03:09:00
77,10276791.0,287652346252.0,15585759.0,0.0,0.0,0.0,2805620.0,289030892561.0,0.0,0.0,53.0,63.2153440962953,17.71,4,179,54039,52,47,233053310,413748766,233053310,413748766,233053310,413748766,interface-up,4,233053310,413748766,2020-06-29 03:10:00
78,10276791.0,287652346252.0,15585759.0,0.0,5643616.0,287390911175.0,2805620.0,289032443476.0,4331170.0,286338992352.0,53.0,62.26688250530176,17.630000000000003,4,179,54039,53,47,233055709,413753397,233055709,413753397,233055709,413753397,interface-down,3,233055709,413753397,2020-06-29 03:11:00
79,10276791.0,287652346252.0,15585759.0,0.0,0.0,0.0,2805620.0,289032443476.0,0.0,0.0,53.0,59.81157457483236,17.54,4,179,54039,54,48,233057276,413756399,233057276,413756399,233057276,413756399,interface-down,3,233057276,413756399,2020-06-29 03:12:00
80,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,289032443476.0,4331170.0,286338992352.0,53.0,60.82480995666574,17.58,4,179,54039,56,48,233058852,413759400,233058852,413759400,233058852,413759400,interface-down,3,233058852,413759400,2020-06-29 03:13:00
81,10276791.0,287662049922.0,15585759.0,0.0,5643616.0,287392380433.0,0.0,0.0,0.0,0.0,54.0,59.668189454496215,17.58,4,179,54039,57,49,233060433,413762409,233060433,413762409,233060433,413762409,interface-down,3,233060433,413762409,2020-06-29 03:14:00
82,0.0,0.0,2303715404.0,268633848019.0,5643616.0,287395847106.0,0.0,0.0,4331170.0,286342164872.0,54.0,59.6499590608689,17.59,4,179,54039,58,50,233061996,413765410,233061996,413765410,233061996,413765410,interface-down,3,233061996,413765410,2020-06-29 03:15:00
83,0.0,0.0,2303715404.0,268633848019.0,5643616.0,287395847106.0,2805620.0,289036709626.0,0.0,0.0,53.0,60.26374112185956,17.59,4,179,54039,59,51,233063695,413768615,233063695,413768615,233063695,413768615,interface-up,4,233063695,413768615,2020-06-29 03:16:00
84,0.0,0.0,2303715404.0,268635840589.0,5643616.0,287395847106.0,0.0,0.0,4331170.0,286345922516.0,54.0,63.80889077388454,17.53,4,179,54039,60,52,233065211,413771619,233065211,413771619,233065211,413771619,interface-up,4,233065211,413771619,2020-06-29 03:17:00
85,0.0,0.0,2303715404.0,268635840589.0,5643616.0,287395847106.0,2805620.0,289036709626.0,4331170.0,286345922516.0,53.0,63.43163304916842,17.445,4,179,54039,61,53,233067373,413776039,233067373,413776039,233067373,413776039,interface-up,4,233067373,413776039,2020-06-29 03:18:00
86,0.0,0.0,2303715404.0,268638997928.0,5643616.0,287395847106.0,0.0,0.0,0.0,0.0,53.0,62.80188470868268,17.32,4,179,54039,62,54,233069478,413780464,233069478,413780464,233069478,413780464,interface-up,4,233069478,413780464,2020-06-29 03:19:00
87,0.0,0.0,15585759.0,0.0,5643616.0,287401734857.0,2805620.0,289043251164.0,4331170.0,286349275540.0,54.0,62.84112670063903,17.314999999999998,4,179,54039,63,55,233071709,413784883,233071709,413784883,233071709,413784883,interface-up,4,233071709,413784883,2020-06-29 03:20:00
88,0.0,0.0,15585759.0,0.0,5643616.0,287403564379.0,2805620.0,289044368984.0,4331170.0,286349275540.0,54.0,62.6182404628319,17.14,5,179,54039,64,56,233074026,413789502,233074026,413789502,233074026,413789502,interface-down,3,233074026,413789502,2020-06-29 03:21:00
